Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,item_avg_sales,Item_Sales_Deviation,Performance_Label,Predicted_Label
FDR03,15.7,Regular,0.008749518,Meat,208.198,OUT049,1999,Medium,Tier 1,Supermarket Type1,3545.181837042458,26,3725.6050120296745,-180.4231749872165,2,2
FDZ07,15.1,Regular,0.094081729,Fruits and Vegetables,63.1194,OUT045,2002,Small,Tier 2,Supermarket Type1,853.7242317336219,23,823.049958306279,30.674273427342882,0,0
FDO38,17.25,Low Fat,0.072778438,Canned,78.4986,OUT013,1987,High,Tier 3,Supermarket Type1,975.0268497602054,38,1079.3541261661207,-104.32727640591531,0,0
FDS59,14.8,Regular,0.043893446,Breads,108.157,OUT046,1997,Small,Tier 1,Supermarket Type1,1720.5261572846848,28,1684.123055061215,36.40310222346989,1,1
DRM11,6.57,Low Fat,0.115679302,Hard Drinks,260.1278,OUT019,1985,Small,Tier 1,Grocery Store,498.9811483566312,40,3259.1250324222883,-2760.143884065657,0,0
FDX52,11.5,Regular,0.041799167,Frozen Foods,194.382,OUT027,1985,Medium,Tier 3,Supermarket Type3,4919.138086579226,40,2957.7226657995357,1961.4154207796905,2,2
DRJ35,10.1,Low Fat,0.046774318,Hard Drinks,59.3878,OUT018,2009,Medium,Tier 3,Supermarket Type2,780.782567781867,16,917.9122789540901,-137.1297111722231,0,0
NCP53,14.75,Low Fat,0.032890347,Health and Hygiene,239.3906,OUT046,1997,Small,Tier 1,Supermarket Type1,3678.966574305137,28,3941.9703557711337,-263.0037814659968,2,2
FDW15,15.35,Regular,0.096496792,Meat,148.8734,OUT019,1985,Small,Tier 1,Grocery Store,319.8233695124676,40,1982.3001243386018,-1662.4767548261343,0,0
DRI47,14.7,Low Fat,0.020962606,Hard Drinks,143.7128,OUT045,2002,Small,Tier 2,Supermarket Type1,2154.12194462824,23,2181.613972183237,-27.492027554997094,1,1
DRZ11,8.85,Regular,0.11264364,Soft Drinks,123.0388,OUT035,2004,Small,Tier 2,Supermarket Type1,1398.0058883807023,21,1677.1175792335866,-279.1116908528843,1,1
FDS02,10.195,Regular,0.14574596,Dairy,196.2794,OUT013,1987,High,Tier 3,Supermarket Type1,2899.709713604655,38,3309.4560961451793,-409.74638254052434,1,1
DRD49,9.895,Low Fat,0.168514737,Soft Drinks,238.1564,OUT018,2009,Medium,Tier 3,Supermarket Type2,3773.663965765401,16,3746.933295592382,26.730670173019007,2,2
FDW38,5.325,Regular,0.138895605,Dairy,52.4298,OUT049,1999,Medium,Tier 1,Supermarket Type1,636.8757813053317,26,637.6161996079261,-0.7404183025944349,0,0
FDR21,19.7,Low Fat,0.117195348,Snack Foods,178.037,OUT019,1985,Small,Tier 1,Grocery Store,276.667495610874,40,2168.5637813247795,-1891.8962857139054,0,0
FDE40,15.6,Regular,0.099061255,Dairy,63.7194,OUT013,1987,High,Tier 3,Supermarket Type1,824.9283487186634,38,928.9681614092905,-104.03981269062706,0,0
FDI02,15.7,Regular,0.114797434,Canned,110.8202,OUT045,2002,Small,Tier 2,Supermarket Type1,1373.8958321763985,23,1838.4036851999158,-464.5078530235173,1,1
FDQ04,6.4,Low Fat,0.07030343626048781,Frozen Foods,39.5796,OUT045,2002,Small,Tier 2,Supermarket Type1,462.0367328235144,23,517.2748050943549,-55.23807227084046,0,0
FDY14,10.3,Low Fat,0.07043637,Dairy,265.3226,OUT017,2007,Small,Tier 2,Supermarket Type1,3529.8318540861374,18,3879.998815585824,-350.16696149968675,2,2
NCT54,8.695,Low Fat,0.119535605,Household,96.6094,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.215849120368,28,1198.0566805136625,240.1591686067054,1,1
DRD25,6.135,Low Fat,0.079418753,Soft Drinks,111.886,OUT017,2007,Small,Tier 2,Supermarket Type1,1700.6607952450277,18,1752.8095871094938,-52.14879186446615,1,1
DRE01,10.1,Low Fat,0.167494193,Soft Drinks,241.8512,OUT045,2002,Small,Tier 2,Supermarket Type1,3500.354661545414,23,3465.5148760123757,34.83978553303814,2,2
FDJ12,8.895,Regular,0.065346821,Baking Goods,209.2296,OUT010,1998,Small,Tier 3,Grocery Store,453.5591350639499,27,3375.5488366628247,-2921.989701598875,0,0
NCZ05,8.485,Low Fat,0.058222587,Health and Hygiene,103.799,OUT049,1999,Medium,Tier 1,Supermarket Type1,1385.939022835377,26,1257.5481572683798,128.39086556699726,1,1
DRB25,12.3,Low Fat,0.121615007,Soft Drinks,108.7938,OUT019,1985,Small,Tier 1,Grocery Store,195.32024797723423,40,1493.5074414408439,-1298.1871934636097,0,0
NCC31,8.02,Low Fat,0.01991076,Household,157.1972,OUT045,2002,Small,Tier 2,Supermarket Type1,2127.291297294557,23,2031.02519371268,96.2661035818769,1,1
FDM16,8.155,Regular,0.03362345,Frozen Foods,75.5354,OUT045,2002,Small,Tier 2,Supermarket Type1,914.7215104569312,23,1199.315747298955,-284.59423684202386,0,0
DRG11,6.385,Low Fat,0.083968636,Hard Drinks,105.9596,OUT049,1999,Medium,Tier 1,Supermarket Type1,1339.0024064676982,26,1602.4040578604427,-263.4016513927445,1,1
FDV24,5.635,Low Fat,0.102772236,Baking Goods,148.705,OUT027,1985,Medium,Tier 3,Supermarket Type3,3731.4807407579433,40,1993.9052847417006,1737.5754560162427,2,2
FDV43,16.0,Low Fat,0.076855628,Fruits and Vegetables,44.5086,OUT046,1997,Small,Tier 1,Supermarket Type1,541.0873623659678,28,529.6940593705967,11.393302995371073,0,0
FDG05,11.0,Regular,0.088204994,Frozen Foods,155.163,OUT018,2009,Medium,Tier 3,Supermarket Type2,1994.5474533380484,16,2295.385915498381,-300.8384621603327,1,1
FDV23,11.0,Low Fat,0.07030343626048781,Breads,123.9046,OUT010,1998,Small,Tier 3,Grocery Store,272.7646124139076,27,1797.6326743309405,-1524.868061917033,0,0
FDI58,7.64,Regular,0.070992494,Snack Foods,92.012,OUT018,2009,Medium,Tier 3,Supermarket Type2,1220.122951214627,16,1579.1314295921911,-359.0084783775642,1,1
FDQ11,5.695,Regular,0.06808387,Breads,257.9988,OUT017,2007,Small,Tier 2,Supermarket Type1,5325.995463762568,18,3198.257625852829,2127.737837909739,2,2
FDC05,13.1,Regular,0.098306217,Frozen Foods,197.4768,OUT027,1985,Medium,Tier 3,Supermarket Type3,4782.4555812208,40,2778.7603506886126,2003.6952305321875,2,2
FDF40,20.25,Regular,0.022493399,Dairy,247.8092,OUT013,1987,High,Tier 3,Supermarket Type1,3651.5100135485914,38,3617.5229448945197,33.98706865407166,2,2
FDU02,13.35,Low Fat,0.102929093,Dairy,227.9352,OUT018,2009,Medium,Tier 3,Supermarket Type2,3336.2837710850054,16,3635.893952878851,-299.61018179384564,2,2
FDT32,19.0,Regular,0.065579315,Fruits and Vegetables,186.5214,OUT013,1987,High,Tier 3,Supermarket Type1,2719.088011265176,38,2629.779260540747,89.30875072442905,1,1
NCF06,6.235,Low Fat,0.020312604,Household,260.9962,OUT017,2007,Small,Tier 2,Supermarket Type1,1934.3282901297268,18,2518.906050981758,-584.5777608520314,1,1
FDT46,11.35,Low Fat,0.07030343626048781,Snack Foods,51.3008,OUT013,1987,High,Tier 3,Supermarket Type1,629.4551933384992,38,595.880459976569,33.57473336193016,0,0
FDR58,6.675,Low Fat,0.070167934,Snack Foods,91.5462,OUT010,1998,Small,Tier 3,Grocery Store,159.86855400409976,27,1521.5825088873175,-1361.7139548832179,0,0
FDY04,17.7,Regular,0.042476445,Frozen Foods,162.321,OUT046,1997,Small,Tier 1,Supermarket Type1,2499.382594362656,28,2171.5198158235467,327.8627785391095,1,1
FDT58,9.0,Low Fat,0.086129035,Snack Foods,166.8816,OUT045,2002,Small,Tier 2,Supermarket Type1,2064.611129876104,23,2136.537886047878,-71.92675617177429,1,1
FDE46,18.6,Low Fat,0.015794211,Snack Foods,152.0366,OUT049,1999,Medium,Tier 1,Supermarket Type1,2143.2230384954883,26,1624.8796600606843,518.343378434804,1,1
DRH11,5.98,Low Fat,0.075985352,Hard Drinks,56.0614,OUT017,2007,Small,Tier 2,Supermarket Type1,696.8698897031012,18,663.378470585951,33.491419117150144,0,0
DRI51,17.25,Low Fat,0.04224163,Dairy,171.0764,OUT046,1997,Small,Tier 1,Supermarket Type1,2802.8657267291965,28,3090.7622748593367,-287.8965481301402,1,1
FDC35,7.435,Low Fat,0.123532514,Starchy Foods,205.6638,OUT017,2007,Small,Tier 2,Supermarket Type1,2781.936496255308,18,2418.583290488067,363.353205767241,1,1
FDP45,15.7,Regular,0.030619053,Snack Foods,252.4724,OUT035,2004,Small,Tier 2,Supermarket Type1,3255.221682547939,21,2925.6309142977266,329.5907682502125,2,2
FDC45,17.0,Low Fat,0.07030343626048781,Fruits and Vegetables,169.1106,OUT017,2007,Small,Tier 2,Supermarket Type1,3375.290078431331,18,2020.0694517453828,1355.2206266859482,2,2
FDU01,20.25,Regular,0.012019598,Canned,184.0924,OUT045,2002,Small,Tier 2,Supermarket Type1,2744.372793427311,23,3214.291267917677,-469.91847449036595,1,1
FDJ53,10.5,Low Fat,0.119271136,Frozen Foods,121.0098,OUT010,1998,Small,Tier 3,Grocery Store,239.05017462661996,27,1259.5316674751873,-1020.4814928485673,0,0
FDJ46,11.1,Low Fat,0.045076978,Snack Foods,173.6054,OUT017,2007,Small,Tier 2,Supermarket Type1,2575.7557047799864,18,2842.319284134222,-266.56357935423557,1,1
FDX07,19.2,Regular,0.022899739,Fruits and Vegetables,185.095,OUT013,1987,High,Tier 3,Supermarket Type1,3330.0277001965665,38,3010.0157538976728,320.0119462988937,2,2
NCI30,20.25,Low Fat,0.059027151,Household,248.046,OUT049,1999,Medium,Tier 1,Supermarket Type1,3199.8989488775205,26,2814.5820057741244,385.31694310339617,2,2
FDE47,14.15,Low Fat,0.037725174,Starchy Foods,123.9046,OUT027,1985,Medium,Tier 3,Supermarket Type3,3023.211990237105,40,1797.1749319423075,1226.0370582947976,2,2
FDV48,9.195,Regular,0.07030343626048781,Baking Goods,78.2644,OUT045,2002,Small,Tier 2,Supermarket Type1,1243.2081843334604,23,1296.8116888918976,-53.60350455843718,1,1
FDN16,12.6,Regular,0.109780112,Frozen Foods,102.599,OUT019,1985,Small,Tier 1,Grocery Store,208.19245507644183,40,1585.3530983283122,-1377.1606432518704,0,0
FDM52,15.1,Low Fat,0.025971792,Frozen Foods,146.2076,OUT013,1987,High,Tier 3,Supermarket Type1,2672.383162495369,38,2804.503127821878,-132.11996532650892,1,1
FDA32,14.0,Low Fat,0.02994846,Fruits and Vegetables,217.3192,OUT027,1985,Medium,Tier 3,Supermarket Type3,5565.789474602415,40,2964.1713881364476,2601.6180864659673,2,2
FDH05,14.35,Regular,0.091427887,Frozen Foods,231.6984,OUT017,2007,Small,Tier 2,Supermarket Type1,4035.649389236936,18,3536.557243838247,499.0921453986889,2,2
FDW25,5.175,Low Fat,0.06259818,Canned,87.1224,OUT010,1998,Small,Tier 3,Grocery Store,175.59340299294288,27,1117.2741972413123,-941.6807942483695,0,0
FDQ09,7.235,Low Fat,0.058132207,Snack Foods,114.0834,OUT046,1997,Small,Tier 1,Supermarket Type1,1730.6294002806655,28,1725.3340164913718,5.295383789293737,1,1
NCM17,7.93,Low Fat,0.119066863,Health and Hygiene,45.9086,OUT010,1998,Small,Tier 3,Grocery Store,121.88028287274037,27,882.5789366872414,-760.698653814501,0,0
DRM59,5.88,Low Fat,0.003592093,Hard Drinks,154.1998,OUT046,1997,Small,Tier 1,Supermarket Type1,1724.8791515293426,28,2217.5475397024115,-492.66838817306893,1,1
FDV47,17.1,Low Fat,0.053945046,Breads,83.8566,OUT027,1985,Medium,Tier 3,Supermarket Type3,2043.957571267929,40,1300.5579844652739,743.3995868026552,1,1
DRE15,13.35,Low Fat,0.017782033,Dairy,74.2012,OUT035,2004,Small,Tier 2,Supermarket Type1,1115.9329512999052,21,1022.3351133164575,93.59783798344768,1,1
FDS25,6.885,Regular,0.234345616,Canned,108.9228,OUT010,1998,Small,Tier 3,Grocery Store,229.0605361412172,27,1701.2778402664128,-1472.2173041251956,0,0
NCZ05,8.485,Low Fat,0.058369013,Health and Hygiene,104.499,OUT018,2009,Medium,Tier 3,Supermarket Type2,1433.0312706963623,16,1257.5481572683798,175.48311342798252,1,1
NCV05,10.1,Low Fat,0.052891202,Health and Hygiene,154.7656,OUT019,1985,Small,Tier 1,Grocery Store,364.1277845195645,40,1747.137867328117,-1383.0100828085524,0,0
DRM37,15.35,Low Fat,0.096397813,Soft Drinks,196.5768,OUT046,1997,Small,Tier 1,Supermarket Type1,2790.3734969857824,28,3639.5944317029816,-849.2209347171993,1,1
FDV58,20.85,Low Fat,0.120663214,Snack Foods,194.2452,OUT027,1985,Medium,Tier 3,Supermarket Type3,5419.079236694482,40,2681.6775163825373,2737.4017203119442,2,2
FDN22,18.85,Regular,0.07030343626048781,Snack Foods,252.6724,OUT027,1985,Medium,Tier 3,Supermarket Type3,6582.434583251301,40,3609.9444643798834,2972.4901188714175,2,2
NCO06,19.25,Low Fat,0.108198392,Household,32.4558,OUT049,1999,Medium,Tier 1,Supermarket Type1,433.44467071461713,26,388.16461138393885,45.280059330678284,0,0
FDT56,16.0,Regular,0.202387387,Fruits and Vegetables,59.5246,OUT019,1985,Small,Tier 1,Grocery Store,156.2395545364529,40,737.2963773636606,-581.0568228272076,0,0
FDM02,12.5,Regular,0.073673697,Canned,88.1198,OUT013,1987,High,Tier 3,Supermarket Type1,1245.9270721945247,38,1225.1768628200703,20.75020937445447,1,1
FDA09,13.35,Regular,0.149366403,Snack Foods,180.566,OUT046,1997,Small,Tier 1,Supermarket Type1,1949.9695237129613,28,2847.1010547161372,-897.131531003176,1,1
NCC06,19.0,Low Fat,0.026981264,Household,126.5336,OUT035,2004,Small,Tier 2,Supermarket Type1,2158.168912868551,21,2310.94482443322,-152.77591156466906,1,1
NCL54,12.6,Low Fat,0.082882475,Household,176.1054,OUT049,1999,Medium,Tier 1,Supermarket Type1,3256.282639404434,26,3025.020624344215,231.26201506021926,2,2
NCB55,15.7,Low Fat,0.161571797,Household,59.2562,OUT017,2007,Small,Tier 2,Supermarket Type1,872.4446906844222,18,771.6062469253968,100.83844375902538,0,0
FDB12,11.15,Regular,0.105903322,Baking Goods,105.1648,OUT017,2007,Small,Tier 2,Supermarket Type1,1610.1264256559607,18,1824.4197262524733,-214.2933005965126,1,1
NCA54,16.5,Low Fat,0.036698564,Household,178.9318,OUT049,1999,Medium,Tier 1,Supermarket Type1,3366.420170563401,26,2827.6299990113403,538.7901715520607,2,2
NCS38,8.6,Low Fat,0.090331655,Household,115.8176,OUT049,1999,Medium,Tier 1,Supermarket Type1,1949.66983995087,26,1507.5316630728753,442.13817687799474,1,1
FDC02,21.35,Low Fat,0.068929478,Canned,259.6278,OUT049,1999,Medium,Tier 1,Supermarket Type1,3311.5024929962,26,4500.131977866249,-1188.629484870049,2,2
FDK44,16.6,Low Fat,0.214004545,Fruits and Vegetables,173.6738,OUT019,1985,Small,Tier 1,Grocery Store,294.5449519878484,40,1985.0440337045527,-1690.4990817167043,0,0
FDE16,8.895,Low Fat,0.026338733,Frozen Foods,207.2954,OUT035,2004,Small,Tier 2,Supermarket Type1,3950.839505323664,21,3874.6379978265395,76.20150749712457,2,2
NCS05,11.5,Low Fat,0.020974105,Health and Hygiene,132.3942,OUT035,2004,Small,Tier 2,Supermarket Type1,2132.472365715702,21,1755.4663738522684,377.00599186343356,1,1
FDZ59,6.63,Regular,0.104232541,Baking Goods,166.75,OUT045,2002,Small,Tier 2,Supermarket Type1,2244.8359328993424,23,2584.903102202927,-340.0671693035847,1,1
FDI20,19.1,Low Fat,0.038781892,Fruits and Vegetables,212.8586,OUT017,2007,Small,Tier 2,Supermarket Type1,4124.548631817455,18,3787.42773562653,337.1208961909251,2,2
FDQ14,9.27,Low Fat,0.06178729,Dairy,150.805,OUT046,1997,Small,Tier 1,Supermarket Type1,2248.4481985659395,28,1845.109861362504,403.33833720343546,1,1
FDF53,20.75,Regular,0.084079477,Frozen Foods,181.2318,OUT017,2007,Small,Tier 2,Supermarket Type1,3470.154625515814,18,3481.8287811763703,-11.674155660556153,2,2
FDW25,5.175,Low Fat,0.037610496,Canned,85.0224,OUT017,2007,Small,Tier 2,Supermarket Type1,1477.1454584764754,18,1117.2741972413123,359.87126123516305,1,1
NCQ43,17.75,Low Fat,0.186296103,Others,108.1912,OUT010,1998,Small,Tier 3,Grocery Store,193.06494376545868,27,1025.8512101810206,-832.786266415562,0,0
FDX52,11.5,Regular,0.041967613,Frozen Foods,192.282,OUT013,1987,High,Tier 3,Supermarket Type1,2763.989423341397,38,2957.7226657995357,-193.73324245813865,1,1
FDE28,9.5,Regular,0.132815802,Frozen Foods,228.3668,OUT045,2002,Small,Tier 2,Supermarket Type1,3590.5484662721733,23,3325.370498742644,265.17796752952927,2,2
FDN15,17.5,Low Fat,0.016828712,Meat,138.418,OUT017,2007,Small,Tier 2,Supermarket Type1,1884.3325128417112,18,1625.1930783410637,259.13943450064744,1,1
FDO28,5.765,Low Fat,0.072707309,Frozen Foods,119.3098,OUT017,2007,Small,Tier 2,Supermarket Type1,1571.8343591292503,18,1247.0256357595863,324.808723369664,1,1
FDQ33,13.35,Low Fat,0.091392132,Snack Foods,151.1708,OUT045,2002,Small,Tier 2,Supermarket Type1,1728.071007800881,23,2927.705318700328,-1199.634310899447,1,1
FDM22,14.0,Regular,0.070228698,Snack Foods,54.264,OUT010,1998,Small,Tier 3,Grocery Store,123.18101328938874,27,811.1285028844288,-687.9474895950401,0,0
FDJ03,12.35,Regular,0.072804407,Dairy,48.5692,OUT017,2007,Small,Tier 2,Supermarket Type1,670.6917399199568,18,736.4047773619598,-65.71303744200293,0,0
FDI16,14.0,Regular,0.136051058,Frozen Foods,53.564,OUT045,2002,Small,Tier 2,Supermarket Type1,772.6297051642982,23,844.6244815363592,-71.99477637206098,0,0
FDI09,20.75,Regular,0.128711271,Seafood,240.488,OUT027,1985,Medium,Tier 3,Supermarket Type3,4591.299736238023,40,4106.442975314436,484.856760923587,2,2
FDX55,15.1,Low Fat,0.055159959,Fruits and Vegetables,217.8166,OUT013,1987,High,Tier 3,Supermarket Type1,3108.010280692384,38,3168.5541192457035,-60.54383855331935,2,2
FDS23,4.635,Low Fat,0.140206849,Breads,128.1994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3319.939350289395,40,1999.9175207189828,1320.0218295704121,2,2
DRC12,17.85,Low Fat,0.037903586,Soft Drinks,191.7188,OUT045,2002,Small,Tier 2,Supermarket Type1,2687.7300558193097,23,2685.436003399535,2.2940524197747436,1,1
FDH41,9.0,Low Fat,0.07030343626048781,Frozen Foods,215.8534,OUT049,1999,Medium,Tier 1,Supermarket Type1,3196.8856040872647,26,2705.5697368514807,491.315867235784,2,2
FDN01,8.895,Low Fat,0.072338526,Breakfast,174.837,OUT013,1987,High,Tier 3,Supermarket Type1,2082.171615888954,38,2164.6993103566683,-82.52769446771435,1,1
FDV55,17.75,Low Fat,0.05518512,Fruits and Vegetables,143.7444,OUT045,2002,Small,Tier 2,Supermarket Type1,1614.85062269642,23,2242.7167612987046,-627.8661386022845,1,1
NCJ19,18.6,Low Fat,0.118081664,Others,56.3588,OUT013,1987,High,Tier 3,Supermarket Type1,775.2470821384004,38,1004.9333804473569,-229.68629830895645,0,0
NCY29,13.65,Low Fat,0.129274071,Health and Hygiene,55.993,OUT010,1998,Small,Tier 3,Grocery Store,157.94714155363368,27,724.0614206139843,-566.1142790603506,0,0
FDP03,5.15,Regular,0.061426289,Meat,122.7388,OUT018,2009,Medium,Tier 3,Supermarket Type2,1747.6503334690774,16,1809.959112331595,-62.308778862517556,1,1
FDZ52,19.2,Low Fat,0.100277478,Frozen Foods,110.4886,OUT045,2002,Small,Tier 2,Supermarket Type1,1355.5881854829936,23,1631.2527254987872,-275.6645400157936,1,1
FDH31,12.0,Regular,0.07030343626048781,Meat,101.2042,OUT010,1998,Small,Tier 3,Grocery Store,225.0455860857831,27,1220.275737008295,-995.2301509225119,0,0
FDQ19,7.35,Regular,0.014423645,Fruits and Vegetables,241.3512,OUT018,2009,Medium,Tier 3,Supermarket Type2,3024.716603476796,16,3702.2536841961637,-677.5370807193676,2,2
FDS15,9.195,Regular,0.07804584,Meat,105.8596,OUT035,2004,Small,Tier 2,Supermarket Type1,1800.901243633576,21,1941.4797189613814,-140.57847532780534,1,1
FDN32,17.5,Low Fat,0.015648384,Fruits and Vegetables,182.5266,OUT017,2007,Small,Tier 2,Supermarket Type1,2870.596325681231,18,2749.4036399526135,121.19268572861756,1,1
FDH32,12.8,Low Fat,0.07617829,Fruits and Vegetables,98.541,OUT049,1999,Medium,Tier 1,Supermarket Type1,1522.3533838050614,26,1628.6809806584627,-106.32759685340125,1,1
FDF33,7.97,Low Fat,0.021657301,Seafood,109.5596,OUT017,2007,Small,Tier 2,Supermarket Type1,1759.8713911049092,18,1764.5897969528648,-4.718405847955637,1,1
FDJ22,18.75,Low Fat,0.052810244,Snack Foods,190.3504,OUT046,1997,Small,Tier 1,Supermarket Type1,2520.220068250278,28,2112.00591815151,408.2141500987682,1,1
FDG56,13.3,Regular,0.119596939,Fruits and Vegetables,62.4536,OUT010,1998,Small,Tier 3,Grocery Store,126.45557641893733,27,1224.4952564948726,-1098.0396800759352,0,0
FDC05,13.1,Regular,0.098784586,Frozen Foods,195.8768,OUT046,1997,Small,Tier 1,Supermarket Type1,2721.5583219685964,28,2778.7603506886126,-57.20202872001619,1,1
FDK09,15.2,Low Fat,0.091686939,Snack Foods,227.4352,OUT013,1987,High,Tier 3,Supermarket Type1,3674.028324390276,38,3183.987248306598,490.04107608367804,2,2
NCV29,11.8,Low Fat,0.022889828,Health and Hygiene,176.6686,OUT045,2002,Small,Tier 2,Supermarket Type1,2811.703279651168,23,2518.0220271720714,293.68125247909666,1,1
NCC43,7.39,Low Fat,0.162450872,Household,250.5066,OUT019,1985,Small,Tier 1,Grocery Store,486.5029707308026,40,2752.1806249266533,-2265.6776541958507,0,0
NCA42,6.965,Low Fat,0.028592968,Household,156.7604,OUT049,1999,Medium,Tier 1,Supermarket Type1,2458.11102525464,26,2654.1859657496943,-196.0749404950543,1,1
FDC10,9.8,Regular,0.072877673,Snack Foods,118.5098,OUT046,1997,Small,Tier 1,Supermarket Type1,1873.1916180533203,28,1262.686459557432,610.5051584958883,1,1
FDC16,11.5,Regular,0.020552693,Dairy,87.654,OUT013,1987,High,Tier 3,Supermarket Type1,1041.176535417109,38,1341.9030669271385,-300.7265315100294,1,1
NCL17,7.39,Low Fat,0.067723308,Health and Hygiene,140.6812,OUT013,1987,High,Tier 3,Supermarket Type1,1744.9229232032835,38,2078.5655623059192,-333.6426391026357,1,1
FDA51,8.05,Regular,0.164648458,Dairy,114.3518,OUT035,2004,Small,Tier 2,Supermarket Type1,1432.7007815365191,21,1721.442026367654,-288.74124483113496,1,1
FDW01,14.5,Low Fat,0.06442287,Canned,152.4682,OUT017,2007,Small,Tier 2,Supermarket Type1,2231.906605867422,18,1681.9163826652955,549.9902232021266,1,1
NCF30,17.0,Low Fat,0.126500085,Household,127.8362,OUT045,2002,Small,Tier 2,Supermarket Type1,1811.3268207285364,23,1753.312906783905,58.01391394463144,1,1
FDN49,17.25,Regular,0.125120258,Breakfast,41.848,OUT013,1987,High,Tier 3,Supermarket Type1,497.8638216508116,38,491.18772278862383,6.676098862187757,0,0
FDY20,12.5,Regular,0.081918557,Fruits and Vegetables,89.8488,OUT045,2002,Small,Tier 2,Supermarket Type1,1194.1257745848368,23,1271.3909186847966,-77.2651440999598,1,1
FDC15,18.1,Low Fat,0.178329981,Dairy,156.5288,OUT045,2002,Small,Tier 2,Supermarket Type1,1959.6147011903745,23,2065.1416215418094,-105.52692035143491,1,1
FDY24,4.88,Regular,0.133493205,Baking Goods,53.3298,OUT046,1997,Small,Tier 1,Supermarket Type1,1196.4160690925376,28,889.590108956358,306.82596013617956,1,1
NCG43,20.2,Low Fat,0.07030343626048781,Household,94.4462,OUT017,2007,Small,Tier 2,Supermarket Type1,1606.123061953457,18,1242.4210770080676,363.7019849453893,1,1
FDA48,12.1,Low Fat,0.114778465,Baking Goods,223.0114,OUT013,1987,High,Tier 3,Supermarket Type1,3913.430761568469,38,3989.61959298684,-76.18883141837114,2,2
NCF55,6.675,Low Fat,0.021788889,Household,36.7874,OUT017,2007,Small,Tier 2,Supermarket Type1,728.4983751581678,18,720.6485338675486,7.849841290619224,0,0
FDL38,13.8,Regular,0.014756014,Canned,89.7172,OUT049,1999,Medium,Tier 1,Supermarket Type1,1513.2866552181338,26,1449.692205324072,63.59444989406188,1,1
NCQ29,12.0,Low Fat,0.104654725,Health and Hygiene,258.7278,OUT018,2009,Medium,Tier 3,Supermarket Type2,3306.0571763133858,16,2835.0438013036737,471.01337500971204,2,2
FDC34,16.0,Regular,0.173736289,Snack Foods,156.7972,OUT017,2007,Small,Tier 2,Supermarket Type1,2619.6117883509573,18,2936.2562669804415,-316.6444786294842,1,1
FDP36,10.395,Regular,0.07030343626048781,Baking Goods,51.9008,OUT027,1985,Medium,Tier 3,Supermarket Type3,1279.6315572923256,40,1013.2305631814113,266.4009941109143,1,1
FDN50,16.85,Regular,0.07030343626048781,Canned,93.712,OUT010,1998,Small,Tier 3,Grocery Store,207.51793826966545,27,1205.8467286173561,-998.3287903476906,0,0
FDO23,17.85,Low Fat,0.146655006,Breads,94.4436,OUT049,1999,Medium,Tier 1,Supermarket Type1,1493.1408589078942,26,1531.2012162673227,-38.06035735942851,1,1
FDT56,16.0,Regular,0.115496216,Fruits and Vegetables,58.2246,OUT013,1987,High,Tier 3,Supermarket Type1,822.270517441951,38,737.2963773636606,84.97414007829047,0,0
FDT13,14.85,Low Fat,0.018481707,Canned,188.5214,OUT027,1985,Medium,Tier 3,Supermarket Type3,4840.734187252689,40,2848.9515211739313,1991.7826660787573,2,2
FDZ03,13.65,Regular,0.07872111,Dairy,187.624,OUT013,1987,High,Tier 3,Supermarket Type1,3228.199701631054,38,3119.2833851435303,108.91631648752355,2,2
FDQ03,15.0,Regular,0.13057987,Meat,235.4248,OUT010,1998,Small,Tier 3,Grocery Store,545.684592514787,27,2661.502917795784,-2115.8183252809968,0,0
FDU44,12.15,Regular,0.058544215,Fruits and Vegetables,161.5552,OUT045,2002,Small,Tier 2,Supermarket Type1,2461.811878974728,23,2582.6915702506058,-120.87969127587758,1,1
FDD03,13.3,Low Fat,0.079930344,Dairy,231.03,OUT049,1999,Medium,Tier 1,Supermarket Type1,3590.961359995922,26,3383.8776956084826,207.0836643874395,2,2
NCH30,17.1,Low Fat,0.067098169,Household,112.286,OUT013,1987,High,Tier 3,Supermarket Type1,1445.136276097326,38,1489.4473759593234,-44.31109986199749,1,1
FDS60,20.85,Low Fat,0.054312176,Baking Goods,179.766,OUT010,1998,Small,Tier 3,Grocery Store,284.46522236245704,27,2271.3858990815947,-1986.9206767191376,0,0
FDG08,13.15,Regular,0.165359325,Fruits and Vegetables,171.6764,OUT046,1997,Small,Tier 1,Supermarket Type1,2710.129150523669,28,2921.037189358144,-210.90803883447506,1,1
FDX38,10.5,Regular,0.048479695,Dairy,47.5376,OUT017,2007,Small,Tier 2,Supermarket Type1,731.6852927067622,18,588.818434134565,142.8668585721972,0,0
FDD22,10.0,Low Fat,0.100213353,Snack Foods,113.5544,OUT017,2007,Small,Tier 2,Supermarket Type1,1577.9443794182514,18,2027.7354339000349,-449.7910544817835,1,1
FDW51,6.155,Regular,0.094581098,Meat,211.456,OUT013,1987,High,Tier 3,Supermarket Type1,3089.575604062282,38,3136.5856294370988,-47.010025374816905,2,2
